onset	duration	trial_type	value	sample	memory_task_sentence_1	memory_task_response_1	memory_task_sentence_2	memory_task_response_2	sentences_start_ms
63.514	0.0	dative 1-3	1	63514	fake	fake	real	real	2272
100.827	0.0	dative 1-3	1	100827	real	fake	fake	real	2272
137.849	0.0	genitive 2-2	2	137849	fake	fake	fake	fake	2246
175.113	0.0	genitive 2-2	2	175113	real	fake	fake	fake	2279
213.335	0.0	genitive 2-2	2	213335	real	real	fake	fake	2066
251.897	0.0	dative 1-3	1	251897	fake	real	real	fake	2096
290.202	0.0	dative 1-3	1	290202	real	fake	real	fake	2249
330.29	0.0	genitive 2-2	2	330290	real	real	real	real	2100
366.962	0.0	dative 1-3	1	366962	fake	fake	real	fake	2027
404.857	0.0	genitive 2-2	2	404857	fake	fake	real	real	2270
441.594	0.0	genitive 2-2	2	441594	fake	fake	fake	fake	2086
479.049	0.0	dative 1-3	1	479049	real	real	fake	fake	2114
527.852	0.0	genitive 2-2	2	527852	fake	fake	real	real	2199
564.789	0.0	dative 1-3	1	564789	fake	fake	fake	real	2264
602.095	0.0	genitive 2-2	2	602095	fake	fake	real	real	2254
639.591	0.0	dative 1-3	1	639591	fake	fake	real	real	2120
679.799	0.0	genitive 2-2	2	679799	real	fake	real	real	2089
717.192	0.0	dative 1-3	1	717192	fake	fake	real	real	2020
754.023	0.0	genitive 2-2	2	754023	fake	fake	real	fake	2208
790.96	0.0	dative 1-3	1	790960	real	fake	fake	fake	1920
831.077	0.0	genitive 2-2	2	831077	fake	real	fake	fake	2015
869.034	0.0	genitive 2-2	2	869034	fake	fake	real	real	2008
905.23	0.0	dative 1-3	1	905230	real	real	fake	real	2263
942.885	0.0	dative 1-3	1	942885	real	fake	fake	fake	2147
